,상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,지번주소,도로명,건물명
6805,세종자동차유리,,수리·개인,자동차 수리·세차,자동차 정비소,자동차 전문 수리업,세종특별자치시,세종특별자치시,장군면,장군면,세종특별자치시 세종특별자치시 장군면 봉안리 377-11,세종특별자치시 세종특별자치시 장군면 장척로,
6806,고래맥주창고,,음식,주점,생맥주 전문,한식 일반 음식점업,세종특별자치시,세종특별자치시,도담동,도담동,세종특별자치시 세종특별자치시 도담동 653,세종특별자치시 세종특별자치시 보듬4로,도램마을11단지
6807,차오름수학학원,,교육,일반 교육,입시·교과학원,일반 교과학원,세종특별자치시,세종특별자치시,아름동,아름동,세종특별자치시 세종특별자치시 아름동 1359,세종특별자치시 세종특별자치시 보듬3로,해피라움3
6808,금강측량설계사무소,,과학·기술,기술 서비스,건물 및 토목 엔지니어링 서비스업,건물 및 토목 엔지니어링 서비스업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 죽림리 411,세종특별자치시 세종특별자치시 조치원읍 군청로,
6809,세민환경에너지기술,,과학·기술,기술 서비스,환경 관련 엔지니어링 서비스업,환경 관련 엔지니어링 서비스업,세종특별자치시,세종특별자치시,나성동,나성동,세종특별자치시 세종특별자치시 나성동 767,세종특별자치시 세종특별자치시 국세청로,갤러리세종프라자
6810,더초록,,과학·기술,인쇄·제품제작,명함/간판/광고물 제작,간판 및 광고물 제조업,세종특별자치시,세종특별자치시,어진동,어진동,세종특별자치시 세종특별자치시 어진동 671,세종특별자치시 세종특별자치시 갈매로,에비뉴힐
6811,주마등,,음식,한식,횟집,한식 해산물 요리 전문점,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 상리 152-11,세종특별자치시 세종특별자치시 조치원읍 터미널안길,
6812,고스트하우스노래연습장,,예술·스포츠,유원지·오락,노래방,노래 연습장 운영업,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 신안리 390,세종특별자치시 세종특별자치시 조치원읍 섭골길,
6813,봉황식당,,음식,한식,국수/칼국수,한식 면 요리 전문점,세종특별자치시,세종특별자치시,조치원읍,조치원읍,세종특별자치시 세종특별자치시 조치원읍 원리 5-1,세종특별자치시 세종특별자치시 조치원읍 조치원6길,
6814,헤어띠아모새롬동점,,수리·개인,이용·미용,미용실,두발 미용업,세종특별자치시,세종특별자치시,새롬동,새롬동,세종특별자치시 세종특별자치시 새롬동 579,세종특별자치시 세종특별자치시 새롬중앙로,해피라움W
6815,신성통상에디션ANDZAK세종,,소매,섬유·의복·신발 소매,남성 의류 소매업,남자용 겉옷 소매업,세종특별자치시,세종특별자치시,어진동,어진동,세종특별자치시 세종특별자치시 어진동 521,세종특별자치시 세종특별자치시 다솜1로,KT&G세종타워C
6816,다온부동산공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,부동산 중개 및 대리업,세종특별자치시,세종특별자치시,어진동,어진동,세종특별자치시 세종특별자치시 어진동 670,세종특별자치시 세종특별자치시 갈매로,에비뉴힐
